종목명,종목코드,시가총액_억원,시장구분
비피도,238200,273,코스닥
KODEX 200롱코스닥150숏선물,360140,273,ETF
삼성 코스닥 150 TR ETN,530118,272,ETN
엘에이티,311060,272,코넥스
티에스넥스젠,043220,272,코스닥
세중,039310,272,코스닥
메디쎄이,200580,271,코넥스
UNICORN SK하이닉스밸류체인액티브,494220,271,ETF
휴맥스홀딩스,028080,271,코스닥
KODEX 한국대만IT프리미어,298770,270,ETF
PLUS 미국나스닥테크,287180,270,ETF
피엠티,147760,269,코스닥
KB 일본 컨슈머 TOP 10 ETN,580057,269,ETN
선샤인푸드,217620,268,코스닥
우진비앤지,018620,268,코스닥
셀레믹스,331920,267,코스닥
젠큐릭스,229000,267,코스닥
미래에셋 레버리지 미국 AI TOP3 ETN,520073,266,ETN
성문전자,014910,266,유가증권
RISE 미국단기투자등급회사채액티브,437350,266,ETF
에이에프더블류,312610,266,코스닥
N2 전력인프라 Top5 ETN,550093,266,ETN
SOL KIS단기통안채,363510,265,ETF
에스폴리텍,050760,264,코스닥
미래에셋 인버스 2X 옥수수 선물 ETN,520047,264,ETN
스타플렉스,115570,264,코스닥
화인베스틸,133820,264,유가증권
KODEX 3대농산물선물(H),271060,262,ETF
볼빅,206950,262,코넥스
KODEX 미국테크TOP3플러스,491090,262,ETF
TIGER 200커버드콜,289480,262,ETF
영우디에스피,143540,262,코스닥
KB제27호스팩,464680,262,코스닥
동원수산,030720,262,유가증권
블루탑,191600,262,코넥스
엔시트론,101400,262,코스닥
RISE 내수주플러스,326230,261,ETF
풍강,093380,260,코스닥
디모아,016670,260,코스닥
신한 다우존스지수 선물 ETN(H),500009,260,ETN
HLB사이언스,343090,260,코넥스
위니아에이드,377460,260,코스닥
메리츠 인버스 2X 대표 농산물 선물 ETN(H),610036,258,ETN
KODEX 차이나심천ChiNext(합성),256750,258,ETF
KR모터스,000040,258,유가증권
아이티센코어,243870,258,코넥스
시지트로닉스,429270,258,코스닥
TS트릴리온,317240,257,코스닥
한진칼우,18064K,257,유가증권
리튬포어스,073570,256,코스닥
엑스큐어,070300,256,코스닥
브이씨,365900,255,코스닥
TBH글로벌,084870,254,유가증권
1Q 코리아밸류업,495330,254,ETF
RISE 중장기국공채액티브,272570,254,ETF
나노캠텍,091970,254,코스닥
대한항공우,003495,254,유가증권
한투 레버리지 은 선물 ETN,570061,254,ETN
TIGER Fn신재생에너지,377990,254,ETF
DAISHIN343 AI반도체&인프라액티브,486240,254,ETF
신시웨이,290560,253,코스닥
펨토바이오메드,327610,253,코넥스
삼일,032280,253,코스닥
PLUS 미국S&P500성장주,494410,252,ETF
엑사이엔씨,054940,252,코스닥
KB 레버리지 금 선물 ETN(H),580022,252,ETN
동양에스텍,060380,251,코스닥
패션플랫폼,225590,251,코스닥
PLUS 일본반도체소부장,464920,250,ETF
키움 INDXX 미국테크탑10 ETN,760005,250,ETN
미래에셋 레버리지 미국 방위산업 TOP3 ETN,520075,250,ETN
녹십자홀딩스2우,005257,250,유가증권
대교우B,019685,250,유가증권
메리츠 미국채10년 ETN(H),610022,250,ETN
메리츠 인플레이션 국채 ETN,610001,249,ETN
한투 S&P500 VIX S/T선물 ETN(H) B,570114,248,ETN
지에이이노더스,076340,248,코넥스
KODEX 게임산업,300950,248,ETF
미래에셋 미국 제약 TOP3 ETN,520078,248,ETN
삼영에스앤씨,361670,247,코스닥
KODEX 인도Nifty50레버리지(합성),453820,246,ETF
한탑,002680,246,코스닥
두산퓨얼셀2우B,33626L,246,유가증권
CS,065770,246,코스닥
핀텔,291810,246,코스닥
아이티센피엔에스,232830,245,코스닥
메디앙스,014100,245,코스닥
TIGER 미국달러선물인버스2X,261120,245,ETF
비엘팜텍,065170,245,코스닥
ACE 구글밸류체인액티브,483340,244,ETF
하이퍼코퍼레이션,065650,244,코스닥
SOL 미국AI반도체칩메이커,479620,244,ETF
KODEX 미국S&P500헬스케어,453640,244,ETF
TIGER S&P글로벌헬스케어(합성),248270,244,ETF
하나 레버리지 코스닥150 선물 ETN,700017,244,ETN
신라에스지,025870,244,코스닥
한투 레버리지 코스닥150선물 ETN,570081,244,ETN
신한 레버리지 구리 선물 ETN,500040,243,ETN
WON 미국우주항공방산,440910,243,ETF
메리츠 레버리지 미국채30년 스트립 ETN(H),610085,243,ETN
KIWOOM 글로벌퓨처모빌리티,394350,243,ETF
TIGER 반도체TOP10레버리지,488080,243,ETF
에스디시스템,121890,243,코스닥
에스씨엠생명과학,298060,242,코스닥
나노씨엠에스,247660,242,코스닥
에스앤더블류,103230,242,코스닥
코스텍시스템,169670,242,코넥스
BF랩스,139050,242,코스닥
삼보산업,009620,242,코스닥
KODEX 33-06 국고채액티브,457690,242,ETF
삼성 레버리지 코스닥150 선물 ETN,530106,241,ETN
진도,088790,241,유가증권
KODEX 53-09 국고채액티브,457700,241,ETF
에이펙스인텍,207490,240,코넥스
플럼라인생명과학,222670,239,코넥스
하나 블룸버그 -2X 천연가스 선물 ETN(H),700020,239,ETN
이엠앤아이,083470,239,코스닥
에피바이오텍,446440,239,코넥스
라피치,403360,239,코넥스
메리츠 블룸버그 -2X 천연가스 선물 ETN(H),610054,239,ETN
육일씨엔에쓰,191410,238,코스닥
KODEX 보험,140700,238,ETF
전진바이오팜,110020,238,코스닥
스튜디오산타클로스,204630,237,코스닥
KODEX 미국S&P500에너지(합성),218420,237,ETF
라닉스,317120,237,코스닥
KIWOOM 미국S&P500(H),449780,236,ETF
KoAct 미국천연가스인프라액티브,497780,236,ETF
노드메이슨,317860,235,코넥스
인콘,083640,235,코스닥
유비온,084440,235,코스닥
TIGER 글로벌AI사이버보안,418670,235,ETF
에이치케이,044780,235,코스닥
KIWOOM 고배당,104530,234,ETF
SOL 골드커버드콜액티브,0022T0,234,ETF
한창,005110,233,유가증권
신한 콩 선물 ETN(H),500023,233,ETN
ACE 마이크로소프트밸류체인액티브,483330,233,ETF
주연테크,044380,232,유가증권
HANARO 코리아밸류업,495750,232,ETF
진코스텍,250030,232,코넥스
RISE TDF2050액티브,442570,231,ETF
대산F&B,065150,231,코스닥
삼성 S&P500 VIX S/T 선물 ETN B,530130,231,ETN
세종메디칼,258830,230,코스닥
N2 iSelect 글로벌 EMP ETN(H),550059,230,ETN
HANARO 글로벌피지컬AI액티브,0040S0,230,ETF
지란지교시큐리티,208350,229,코스닥
RISE 글로벌테크놀로지(합성 H),276650,229,ETF
이노진,344860,229,코스닥
대상우,001685,229,유가증권
세동,053060,228,코스닥
이미지스,115610,228,코스닥
대신 S&P 인버스 2X 천연가스 선물 ETN,510029,228,ETN
하나 인버스 2X 옥수수 선물 ETN(H),700012,227,ETN
메디안디노스틱,233250,227,코넥스
KODEX 차이나A50,169950,227,ETF
RISE 차이나HSCEI(H),250730,227,ETF
N2 미국달러 SOFR금리 플러스 ETN,550086,226,ETN
SOL 코스닥150,450910,226,ETF
한국정보공학,039740,226,코스닥
TIGER 코스닥150바이오테크,261070,225,ETF
삼성스팩9호,468510,225,코스닥
KODEX 차이나2차전지MSCI(합성),419430,225,ETF
KODEX 일본부동산리츠(H),352540,224,ETF
TIGER 글로벌이노베이션액티브,387270,223,ETF
글로벌에스엠,900070,223,코스닥
로스웰,900260,223,코스닥
참엔지니어링,009310,223,유가증권
KODEX 국채선물3년인버스,292770,222,ETF
토박스코리아,215480,221,코스닥
KODEX 미국S&P500테크놀로지,463680,221,ETF
동양고속,084670,221,유가증권
마이티 다이나믹퀀트액티브,442260,221,ETF
한투 레버리지 구리 선물 ETN,570072,220,ETN
THE E&M,089230,220,코스닥
위니아,071460,220,코스닥
TIMEFOLIO 차이나AI테크액티브,0043Y0,218,ETF
신한 33-12 국고채 플러스 ETN,500091,218,ETN
우진아이엔에스,010400,218,유가증권
한투 FTSE100 ETN,570047,218,ETN
KODEX 글로벌로봇(합성),276990,217,ETF
디에이치엑스컴퍼니,031860,217,코스닥
플루토스,019570,217,코스닥
KODEX 미국S&P500액티브,0041E0,217,ETF
한국유니온제약,080720,216,코스닥
삼성 코리아 밸류업 TR ETN,530126,216,ETN
인터엠,017250,216,코스닥
N2 코스피 200 TR ETN,550084,216,ETN
미래에셋 인버스 2X 코스피200 선물 ETN,520055,216,ETN
메리츠 국채10년 ETN,610018,216,ETN
KODEX 인도Nifty미드캡100,0000H0,216,ETF
ACE 일본Nikkei225(H),238720,215,ETF
KB 인디아 디지털 Select 5 ETN,580067,215,ETN
비유테크놀러지,230980,214,코스닥
KODEX 배당성장,211900,214,ETF
KODEX 탄소효율그린뉴딜,375770,214,ETF
KODEX 에너지화학,117460,213,ETF
이퓨쳐,134060,212,코스닥
N2 레버리지 은 선물 ETN(H),550064,212,ETN
비츠로시스,054220,212,코스닥
메리츠 레버리지 은 선물 ETN(H),610016,212,ETN
네오리진,094860,212,코스닥
ACE 일본TOPIX레버리지(H),196030,211,ETF
한투 금 선물 ETN,570055,211,ETN
신한 2X 26-05 공사채(AAA) ETN,500090,211,ETN
신한 2X 26-05 은행채(AAA) ETN,500088,211,ETN
미래에셋 인버스 코스피200 선물 ETN,520038,210,ETN
SGA,049470,210,코스닥
한국주강,025890,210,유가증권
신한 26-05 은행채(AAA) ETN,500087,209,ETN
뉴보텍,060260,209,코스닥
SHD,001770,209,유가증권
신한 26-05 공사채(AAA) ETN,500089,209,ETN
신한 인버스 코스피 200 선물 ETN,500061,209,ETN
케이피티유,054410,208,코스닥
다산솔루에타,154040,208,코스닥
TIGER 200 에너지화학,139250,208,ETF
KODEX iShares미국투자등급회사채액티브,468630,208,ETF
이성씨엔아이,379390,208,코넥스
KODEX 테슬라밸류체인FactSet,459560,208,ETF
TIGER 미국방산TOP10,494840,207,ETF
원풍물산,008290,206,코스닥
ACE 코스닥150,354500,206,ETF
메리츠 인버스 국채3년 ETN,610047,206,ETN
TIMEFOLIO 미국나스닥100채권혼합50액티브,0019K0,205,ETF
한국정밀기계,101680,205,코스닥
SOL 국고채3년,438560,205,ETF
에프알텍,073540,205,코스닥
SOL KEDI메가테크액티브,444200,205,ETF
KB 인디아 대형 성장주 Select 5 ETN,580066,204,ETN
HANARO 글로벌럭셔리S&P(합성),354350,203,ETF
ACE FTSE WGBI Korea,0010E0,203,ETF
삼성 인버스 2X 미국다우존스 선물 ETN,530129,203,ETN
KODEX 미국나스닥100선물인버스(H),409810,203,ETF
애드바이오텍,179530,203,코스닥
PLUS 애플채권혼합,447660,203,ETF
ACE 코리아밸류업,496120,203,ETF
한투 레버리지 나스닥100 ETN B,570102,203,ETN
유안타제13호스팩,449020,203,코스닥
TIGER 미국나스닥100ETF선물,483240,202,ETF
이엘피,063760,202,코스닥
웹스,196700,201,코스닥
메리츠 인버스 천연가스 선물 ETN(H),610044,201,ETN
세진티에스,067770,201,코스닥
SOL 전고체배터리&실리콘음극재,0005D0,201,ETF
무진메디,322970,201,코넥스
미래에셋 인버스 천연가스 선물 ETN(H),520053,200,ETN
넥센타이어1우B,002355,200,유가증권
엔피케이,048830,200,코스닥
티피씨글로벌,130740,200,코스닥
아이케이세미콘,149010,199,코넥스
KODEX 미국금융테크액티브,0028X0,199,ETF
메리츠 솔랙티브 2X WTI원유 선물 ETN(H),610088,199,ETN
해성옵틱스,076610,198,코스닥
베셀,177350,198,코스닥
디지아이,043360,197,코스닥
N2 월간 레버리지 코스피 200 선물 ETN,550089,196,ETN
N2 선진국 1등주 ETN,550087,196,ETN
세니젠,188260,196,코스닥
키움 인버스 미국달러선물 ETN,760004,196,ETN
알톤,123750,196,코스닥
한투 레버리지 유로스탁스50 ETN(H) B,570054,196,ETN
메리츠 솔랙티브 -2X WTI원유 선물 ETN(H),610089,195,ETN
신한 인버스 옥수수 선물 ETN(H),500014,195,ETN
골드앤에스,035290,195,코스닥
KB CSI 300 ETN,580048,195,ETN
대동금속,020400,195,코스닥
큐로홀딩스,051780,194,코스닥
KB S&P 레버리지 WTI원유 선물 ETN B,580068,194,ETN
케스피온,079190,194,코스닥
PLUS 미국S&P500,429760,194,ETF
동일스틸럭스,023790,194,코스닥
신한 블룸버그 레버리지 WTI원유선물 ETN B,500093,194,ETN
삼진엘앤디,054090,193,코스닥
ACE ESG액티브,385590,193,ETF
삼성 블룸버그 레버리지 WTI원유선물 ETN B,530133,193,ETN
하나 S&P 레버리지 WTI원유 선물 ETN B,700029,193,ETN
KIWOOM 미국성장기업30액티브,459790,192,ETF
빌리언스,044480,192,코스닥
타스컴,336040,192,코넥스
대신 인버스 2X 코스닥 150 선물 ETN,510027,191,ETN
코오롱우,002025,191,유가증권
에이엔피,015260,191,유가증권
국일신동,060480,190,코스닥
KB 인버스 2X KOSDAQ 150 선물 ETN,580044,189,ETN
메리츠 레버리지 구리 선물 ETN(H),610028,189,ETN
LX하우시스우,108675,189,유가증권
엔에이치스팩26호,439410,189,코스닥
KODEX WTI원유선물인버스(H),271050,188,ETF
하나 레버리지 콩 선물 ETN(H),700013,188,ETN
삼성 레버리지 구리 선물 ETN(H),530063,188,ETN
한국미라클피플사,331660,188,코넥스
누리플랜,069140,187,코스닥
엔에이치스팩30호,466910,186,코스닥
KODEX KRX300,292190,186,ETF
에스에스알,275630,186,코스닥
오늘이엔엠,192410,186,코스닥
TIGER 원유선물Enhanced(H),130680,185,ETF
RISE 팔란티어고정테크100,0047R0,185,ETF
KD,044180,185,코스닥
PLUS 일본엔화초단기국채(합성),489000,185,ETF
에스아이리소스,065420,185,코스닥
N2 레버리지 구리 선물 ETN(H),550069,184,ETN
이노인스트루먼트,215790,184,코스닥
KB 인버스 2X 밀 선물 ETN,580052,184,ETN
KB CSI 500 ETN,580049,183,ETN
미래에셋 코스피200 선물 ETN,520037,183,ETN
TIGER TSMC파운드리밸류체인,453950,183,ETF
HK 200,491700,183,ETF
KCGI 미국S&P500 TOP10,483570,181,ETF
삼성 레버리지 일본니케이225선물 ETN(H),530124,181,ETN
더코디,224060,181,코스닥
엘디티,096870,181,코스닥
씨엑스아이,900120,180,코스닥
KODEX IT,266370,180,ETF
PLUS 고배당주위클리고정커버드콜,0018C0,180,ETF
메리츠 미국 인플레이션 국채 ETN(H),610003,179,ETN
웰킵스하이텍,043590,179,코스닥
피씨엘,241820,179,코스닥
1Q 차이나H(H),472350,179,ETF
KODEX S&P글로벌인프라(합성),269420,179,ETF
삼성 인버스 2X 일본니케이225선물 ETN(H),530125,179,ETN
TIGER 지주회사,307520,178,ETF
메디콕스,054180,178,코스닥
N2 월간 레버리지 선진국 1등주 ETN,550088,178,ETN
RISE 200선물레버리지,252400,177,ETF
유아이디,069330,177,코스닥
하이트진로2우B,000087,176,유가증권
삼성 금 선물 ETN(H),530083,176,ETN
KB S&P 인버스 2X WTI원유 선물 ETN B,580069,176,ETN
삼성 블룸버그 인버스2X WTI원유선물 ETN B,530134,176,ETN
하나 S&P 인버스 2X WTI원유 선물 ETN B,700030,176,ETN
한투 레버리지 플래티넘 선물 ETN,570069,176,ETN
신한 블룸버그 인버스2X WTI원유선물 ETN B,500094,176,ETN
광진실업,026910,176,코스닥
벨로크,424760,176,코스닥
KC그린홀딩스,009440,176,유가증권
N2 블룸버그 2X 천연가스 선물 ETN(H),550074,176,ETN
키움 코스닥 150 TR ETN,760008,175,ETN
미래에셋 코스닥150 선물 ETN,520039,175,ETN
한투 레버리지 베트남 VN30 선물 ETN(H),570065,174,ETN
메리츠 인버스 2X 미국채30년 ETN(H),610040,174,ETN
TIGER 리츠부동산인프라채권,341850,174,ETF
PLUS 국고채30년액티브,451600,174,ETF
N2 코스닥 150 TR ETN,550085,174,ETN
신한 인버스 코스닥 150 선물 ETN,500063,174,ETN
KODEX 웹툰&드라마,395150,174,ETF
KODEX 차이나AI테크액티브,428510,173,ETF
예선테크,250930,173,코스닥
PLUS 미국다우존스고배당주(합성 H),213630,173,ETF
더콘텐츠온,302920,173,코넥스
미래에셋 인버스 코스닥150 선물 ETN,520040,173,ETN
HANARO K-뷰티,479850,172,ETF
RISE 200선물인버스2X,252420,172,ETF
한국ANKOR유전,152550,172,유가증권
KIWOOM 팔란티어미국30년국채혼합액티브(H),0015F0,171,ETF
KC코트렐,119650,171,유가증권
1Q 중단기회사채(A-이상)액티브,0052T0,170,ETF
KB 레버리지 항셍테크 선물 ETN(H) B,580047,169,ETN
PLUS 우량회사채50,239660,169,ETF
지엔코,065060,169,코스닥
삼성 레버리지 미국다우존스 선물 ETN,530128,169,ETN
PLUS 미국배당증가성장주데일리커버드콜,494420,169,ETF
EMB,278990,169,코넥스
대신밸런스제18호스팩,478780,168,코스닥
BNK 주주가치액티브,445690,168,ETF
RISE 미국고정배당우선증권,354240,168,ETF
엔에이치스팩27호,440820,167,코스닥
TIGER 200IT레버리지,243880,167,ETF
퓨쳐메디신,341170,167,코넥스
미래에셋비전스팩4호,477380,166,코스닥
미래에셋 -2X 미국 AI TOP3 ETN,520085,166,ETN
케이엠제약,225430,166,코스닥
메리츠 블룸버그 2X 천연가스선물 ETN(H) B,610067,165,ETN
앤씨앤,092600,165,코스닥
RISE 글로벌주식분산액티브,459750,165,ETF
미래에셋비전스팩7호,482680,164,코스닥
안지오랩,251280,164,코넥스
비케이홀딩스,050090,164,코스닥
ACE 차이나항셍테크,371870,164,ETF
TIGER 200 금융,139270,164,ETF
키움 레버리지 반도체TOP10 ETN,760013,163,ETN
미래에셋 2X 미국 자율주행대표기업 ETN,520083,162,ETN
RISE 테슬라미국채타겟커버드콜혼합(합성),0013R0,162,ETF
신한 옥수수 선물 ETN(H),500013,162,ETN
한주에이알티,058450,162,코스닥
미래에셋 -2X 미국 자율주행대표기업 ETN,520084,161,ETN
코리아써우,007815,161,유가증권
신한 인버스 콩 선물 ETN(H),500024,161,ETN
HANARO 전력설비투자,491820,161,ETF
KB 인버스 2X 콩 선물 ETN,580054,161,ETN
RISE 200고배당커버드콜ATM,290080,160,ETF
TIGER 미국AI반도체팹리스,491830,160,ETF
TIGER 차이나클린에너지SOLACTIVE,396510,160,ETF
파워 K-주주가치액티브,491510,160,ETF
ACE 미국달러단기채권액티브,440650,160,ETF
솔루스첨단소재2우B,33637L,160,유가증권
노블엠앤비,106520,159,코스닥
스타에스엠리츠,204210,159,유가증권
메리츠 인버스 2X 미국채10년 ETN(H),610025,158,ETN
신영스팩8호,430220,158,코스닥
TIMEFOLIO K컬처액티브,410870,158,ETF
대덕전자1우,35320K,158,유가증권
ACE 러시아MSCI(합성),265690,158,ETF
바이오텐,289170,157,코넥스
서울전자통신,027040,157,코스닥
ACE 미국IT인터넷S&P(합성 H),280320,157,ETF
RISE 삼성그룹Top3채권혼합,448630,157,ETF
대신밸런스제16호스팩,457630,157,코스닥
에셋플러스 코리아플랫폼액티브,407820,156,ETF
KODEX 차이나과창판STAR50(합성),415340,155,ETF
대한제당우,001795,154,유가증권
ACE 아시아TOP50S&P,277540,153,ETF
VITA MZ소비액티브,422260,153,ETF
RISE 채권혼합,183700,151,ETF
KIWOOM 25-09 미국채권(AA-이상)액티브,467620,151,ETF
KODEX 필수소비재,266410,151,ETF
광동헬스바이오,086220,150,코넥스
창대정밀,368030,150,코넥스
ACE 미국배당퀄리티채권혼합50,0049K0,150,ETF
TIGER 증권,157500,150,ETF
ACE 미국배당퀄리티+커버드콜액티브,0049M0,150,ETF
한투 인버스0.5X S&P500 VIX S/T선물 ETN B,570115,150,ETN
에이치엠씨제7호스팩,477340,150,코스닥
에셋플러스 차이나일등기업포커스10액티브,474920,150,ETF
TIGER 글로벌멀티에셋TIF액티브,440340,150,ETF
TIGER 소프트웨어,157490,150,ETF
TIGER 코스닥150선물인버스,250780,149,ETF
하나30호스팩,469880,149,코스닥
신한 인버스 2X 다우존스지수 선물 ETN(H),500028,148,ETN
하나 인버스 2X 콩 선물 ETN(H),700014,148,ETN
KODEX 자율주행액티브,385520,148,ETF
퀀텀온,227100,148,코스닥
KODEX 철강,117680,148,ETF
KIWOOM 미국달러선물레버리지,225800,147,ETF
큐라켐,456190,147,코넥스
하나28호스팩,454750,147,코스닥
일정실업,008500,147,유가증권
삼성 S&P500 ETN,530112,146,ETN
TIMEFOLIO 미국배당다우존스액티브,0036D0,146,ETF
PLUS 코스피50,122090,146,ETF
KODEX 기계장비,102960,146,ETF
TIGER 농산물선물Enhanced(H),137610,145,ETF
RISE 헬스케어채권혼합,253290,145,ETF
KODEX 미국ETF산업Top10 Indxx,428560,145,ETF
HANARO 코스닥150,304770,145,ETF
미쥬,351020,144,코넥스
TIGER KEDI혁신기업ESG30,417630,144,ETF
대신밸런스제14호스팩,442310,143,코스닥
RISE V&S셀렉트밸류채권혼합,241390,143,ETF
ACE 골드선물 레버리지(합성 H),225130,143,ETF
한국제15호스팩,479880,143,코스닥
KB 레버리지 KOSPI 200 선물 ETN,580039,143,ETN
HANARO 주주가치성장코리아액티브,482870,142,ETF
파워 코스피100,140950,142,ETF
한투 은 선물 ETN,570057,142,ETN
메리츠 인버스 미국채30년 ETN(H),610039,142,ETN
대신 천연가스 선물 ETN(H),510016,141,ETN
TIMEFOLIO 글로벌소비트렌드액티브,494180,141,ETF
이비테크,208850,141,코넥스
PLUS 글로벌원자력밸류체인,0007G0,141,ETF
넥센우,005725,141,유가증권
KIWOOM 코스닥150,316670,141,ETF
유안타제15호스팩,473050,141,코스닥
미래에셋비전스팩6호,478440,141,코스닥
인베니아,079950,140,코스닥
ACE 일본반도체,469160,140,ETF
에이리츠,140910,140,유가증권
대상홀딩스우,084695,139,유가증권
한투 일본종합상사TOP5 ETN,570100,139,ETN
키움제11호스팩,489480,138,코스닥
KODEX KRX300레버리지,306950,138,ETF
HANARO Fn전기&수소차,381560,138,ETF
삼양홀딩스우,000075,137,유가증권
태양3C,052960,137,코넥스
N2 월간 레버리지 코스닥 150 선물 ETN,550090,136,ETN
TIGER K게임,300610,136,ETF
SOL 반도체전공정,475300,136,ETF
셀레스트라,352770,136,코스닥
삼성 항셍테크 ETN(H) B,530121,136,ETN
타조엔터테인먼트,476710,136,코넥스
RISE 미국S&P배당킹,460660,136,ETF
바이온,032980,135,코스닥
태양금속우,004105,135,유가증권
엔에스엠,238170,135,코넥스
드래곤플라이,030350,135,코스닥
한투 구리 선물 ETN,570071,134,ETN
한투 인버스 2X 구리 선물 ETN,570073,134,ETN
JW중외제약2우B,001067,134,유가증권
메리츠 인버스 미국채10년 ETN(H),610024,133,ETN
대신밸런스제17호스팩,471050,133,코스닥
키움 조선TOP10 ETN,760017,133,ETN
RISE 차이나항셍테크,371150,132,ETF
삼성 인버스 2X 금 선물 ETN(H),530056,132,ETN
KODEX 미국S&P바이오(합성),185680,132,ETF
삼성 인버스 2X S&P500 선물 ETN,530114,132,ETN
미래에셋 2X 미국채울트라30년 선물 ETN,520064,132,ETN
KB제29호스팩,478390,131,코스닥
디비금융제13호스팩,489730,131,코스닥
RISE 바이오TOP10액티브,0000Z0,131,ETF
KODEX 코스피대형주,337140,130,ETF
엔에이치스팩31호,481890,129,코스닥
LX홀딩스1우,38380K,129,유가증권
RISE 미국S&P원유생산기업(합성 H),219390,129,ETF
RISE 국채30년레버리지(합성),451670,129,ETF
RISE 국채선물10년인버스,295020,129,ETF
NPC우,004255,129,유가증권
삼성 은 선물 ETN(H),530089,128,ETN
ACE 글로벌AI맞춤형반도체,494340,128,ETF
신한 달러인덱스 선물 ETN(H),500011,128,ETN
ACE 멕시코MSCI(합성),291130,128,ETF
ACE 미국하이일드액티브(H),455660,128,ETF
하나26호스팩,446750,128,코스닥
TIGER 차이나CSI300인버스(합성),217780,127,ETF
제이엠멀티,254160,127,코넥스
데이터스트림즈,199150,127,코넥스
에이디칩스,054630,126,코스닥
KB 블룸버그 레버리지 천연가스 선물 ETN,580055,126,ETN
엔에스컴퍼니,224760,126,코넥스
ACE 글로벌브랜드TOP10블룸버그,435040,126,ETF
한투 인버스 2X 베트남 VN30 선물 ETN(H),570066,126,ETN
키움제8호스팩,446840,126,코스닥
PLUS 미국테크TOP10,461900,126,ETF
ACE 국고채3년,114460,126,ETF
교보16호스팩,482520,125,코스닥
KB제31호스팩,492220,124,코스닥
미래에셋비전스팩2호,446190,124,코스닥
KB 인버스 2X 항셍테크 선물 ETN,580019,124,ETN
TIGER 퓨처모빌리티액티브,387280,124,ETF
미래에셋 레버리지 미국 제약 TOP3 ETN,520079,124,ETN
KODEX 미국S&P500유틸리티,463640,124,ETF
한투 인버스 플래티넘 선물 ETN,570053,123,ETN
HANARO Fn K-게임,395280,123,ETF
ACE 미국친환경그린테마INDXX,391600,123,ETF
TIGER AI코리아그로스액티브,365040,123,ETF
TIGER 미국캐시카우100,465670,123,ETF
ACE 2차전지&친환경차액티브,385600,123,ETF
삼영이엔씨,065570,123,코스닥
TIGER 글로벌자원생산기업(합성 H),276000,123,ETF
DB금융스팩12호,477760,123,코스닥
KODEX 유럽명품TOP10 STOXX,456250,123,ETF
미래에셋 레버리지 옥수수 선물 ETN,520046,122,ETN
미래에셋 S&P 유럽탄소배출권 선물 ETN,520043,122,ETN
KODEX iShares미국인플레이션국채액티브,468370,122,ETF
ACE 글로벌메타버스테크액티브,411050,122,ETF
마이티 바이오시밀러&CDMO액티브,0001P0,121,ETF
미래에셋 인도네시아 Top5 ETN,520061,121,ETN
삼양사우,145995,121,유가증권
KB 레버리지 KOSDAQ 150 선물 ETN,580043,121,ETN
RISE 미국반도체NYSE,469060,121,ETF
RISE 유로스탁스50(H),379790,120,ETF
KODEX 구리선물(H),138910,120,ETF
KIWOOM 미국달러선물인버스2X,230480,120,ETF
RISE 배터리 리사이클링,446700,120,ETF
한투 인버스 2X 플래티넘 선물 ETN,570070,120,ETN
하나27호스팩,448370,120,코스닥
이앤에치,341310,120,코넥스
미래에셋 천연가스 선물 ETN(H),520052,119,ETN
신한제12호스팩,474660,119,코스닥
HANARO KOFR금리액티브(합성),453060,119,ETF
메리츠 3X 레버리지 국채10년 ETN,610059,119,ETN
대신밸런스제19호스팩,482690,119,코스닥
KODEX 200가치저변동,223190,118,ETF
TIGER 일본TOPIX(합성 H),195920,118,ETF
유유제약1우,000225,118,유가증권
미래에셋비전스팩5호,477470,118,코스닥
신영스팩9호,445970,118,코스닥
메리츠 국채5년 ETN,610049,117,ETN
ITF 200,472840,117,ETF
RISE 중국MSCI China(H),310080,117,ETF
이노벡스,279060,117,코넥스
KIWOOM 물가채KIS,430500,117,ETF
KIWOOM KRX100,100910,117,ETF
하나31호스팩,469900,117,코스닥
질경이,233990,117,코넥스
PLUS TDF2060액티브,433880,117,ETF
장원테크,174880,116,코스닥
메리츠 3X 레버리지 국채5년 ETN,610057,116,ETN
신한제14호스팩,487360,116,코스닥
SOL 팔란티어미국채커버드콜혼합,0040X0,116,ETF
TIGER 차이나항셍25,117690,116,ETF
TRUSTON 코리아밸류업액티브,496130,116,ETF
삼성 구리 선물 ETN(H),530095,115,ETN
메리츠 KAP 레버리지 중국 위안화 ETN,610072,115,ETN
메리츠 인버스 2X 구리 선물 ETN(H),610029,115,ETN
KODEX 미국S&P500필수소비재,453630,115,ETF
N2 인버스 레버리지 구리 선물 ETN(H),550070,115,ETN
PLUS 미국테크TOP10레버리지(합성),461910,114,ETF
ACE TDF2050액티브,0021E0,114,ETF
TIGER 한중반도체(합성),449690,114,ETF
한투 S&P 인버스 2X 엔달러 선물 ETN(H),570099,114,ETN
하나29호스팩,454640,114,코스닥
대신 밀 선물 ETN(H),510015,114,ETN
코오롱글로벌우,003075,114,유가증권
메리츠 인버스 국채30년 ETN,610009,114,ETN
메리츠 3X 레버리지 국채3년 ETN,610055,114,ETN
KODEX MSCI퀄리티,275300,114,ETF
N2 인버스 레버리지 WTI원유 선물 ETN(H),550043,114,ETN
RISE 5대그룹주,105780,113,ETF
신한제16호스팩,496070,113,코스닥
메리츠 레버리지 멕시코 페소화 ETN,610081,113,ETN
삼성 나스닥 100 ETN,530120,113,ETN
